"GBA-Nationaliteitentabel (tabel 32)",,"GBA-Landentabel (tabel 34)",,"Landnaam in xpert burgerzaken","5. Afstamming uit landeninformatie","ID afstamming","10. Nationaliteit uit landeninformatie","ID Nationaliteit uit landeninformatie","6. Naam uit landeninformatie","ID Naam uit landeninformatie","8. Huwelijk uit landeninformatie","ID Huwelijk uit landeninformatie","11.Legalisatie","ID Legalisatie","4.Meerderjarigheid","ID Meerderjarigheid","7.Overlijden","ID Overlijden","9.Nationaliteitswetten","ID Nationaliteitswetten","13 ambassades","ID ambassades",
"Code","Omschrijving","Code","Omschrijving",,"url","ID","url","ID Nationaliteit uit landeninformatie","url","id ",,"id  ",,"id  ",,,,,,,,,
35,"Burger van Kyrgyzstan",6021,"Kyrgyzstan","Kyrgyzstan","http://portal.xpertburgerzaken.nl/doc/355930",355930,"http://portal.xpertburgerzaken.nl/doc/266917",266917,"http://portal.xpertburgerzaken.nl/doc/355946",355946,"http://portal.xpertburgerzaken.nl/doc/355956",355956,"http://portal.xpertburgerzaken.nl/doc/311024",311024,"http://portal.xpertburgerzaken.nl/doc/266915",266915,"http://portal.xpertburgerzaken.nl/doc/266919",266919,"http://portal.xpertburgerzaken.nl/doc/276010",276010,"http://portal.xpertburgerzaken.nl/doc/339609",339609,
321,"Laotiaanse",5025,"Laos","Laos","http://portal.xpertburgerzaken.nl/doc/356152",356152,"http://portal.xpertburgerzaken.nl/doc/266930",266930,"http://portal.xpertburgerzaken.nl/doc/356168",356168,"http://portal.xpertburgerzaken.nl/doc/356178",356178,"http://portal.xpertburgerzaken.nl/doc/311026",311026,"http://portal.xpertburgerzaken.nl/doc/266928",266928,"http://portal.xpertburgerzaken.nl/doc/266932",266932,"http://portal.xpertburgerzaken.nl/doc/276213",276213,"http://portal.xpertburgerzaken.nl/doc/339612",339612,
125,"Lesothaanse",7016,"Lesotho","Lesotho","http://portal.xpertburgerzaken.nl/doc/356196",356196,"http://portal.xpertburgerzaken.nl/doc/266944",266944,"http://portal.xpertburgerzaken.nl/doc/356212",356212,"http://portal.xpertburgerzaken.nl/doc/356222",356222,"http://portal.xpertburgerzaken.nl/doc/311029",311029,"http://portal.xpertburgerzaken.nl/doc/266942",266942,"http://portal.xpertburgerzaken.nl/doc/266946",266946,"http://portal.xpertburgerzaken.nl/doc/276290",276290,"http://portal.xpertburgerzaken.nl/doc/339615",339615,
44,"Letse",7064,"Letland","Letland","http://portal.xpertburgerzaken.nl/doc/356241",356241,"http://portal.xpertburgerzaken.nl/doc/266957",266957,"http://portal.xpertburgerzaken.nl/doc/356257",356257,"http://portal.xpertburgerzaken.nl/doc/356267",356267,"http://portal.xpertburgerzaken.nl/doc/311032",311032,"http://portal.xpertburgerzaken.nl/doc/266955",266955,"http://portal.xpertburgerzaken.nl/doc/266959",266959,"http://portal.xpertburgerzaken.nl/doc/276397",276397,"http://portal.xpertburgerzaken.nl/doc/339618",339618,
322,"Libanese",7043,"Libanon","Libanon","http://portal.xpertburgerzaken.nl/doc/356285",356285,"http://portal.xpertburgerzaken.nl/doc/266970",266970,"http://portal.xpertburgerzaken.nl/doc/356301",356301,"http://portal.xpertburgerzaken.nl/doc/356311",356311,"http://portal.xpertburgerzaken.nl/doc/311035",311035,"http://portal.xpertburgerzaken.nl/doc/266968",266968,"http://portal.xpertburgerzaken.nl/doc/266972",266972,"http://portal.xpertburgerzaken.nl/doc/276500",276500,"http://portal.xpertburgerzaken.nl/doc/339621",339621,
126,"Liberiaanse",5019,"Liberia","Liberia","http://portal.xpertburgerzaken.nl/doc/356329",356329,"http://portal.xpertburgerzaken.nl/doc/266983",266983,"http://portal.xpertburgerzaken.nl/doc/356345",356345,"http://portal.xpertburgerzaken.nl/doc/356355",356355,"http://portal.xpertburgerzaken.nl/doc/311037",311037,"http://portal.xpertburgerzaken.nl/doc/266981",266981,"http://portal.xpertburgerzaken.nl/doc/266985",266985,"http://portal.xpertburgerzaken.nl/doc/276541",276541,"http://portal.xpertburgerzaken.nl/doc/339624",339624,
127,"Libische",6006,"Libië","Libië","http://portal.xpertburgerzaken.nl/doc/356373",356373,"http://portal.xpertburgerzaken.nl/doc/266996",266996,"http://portal.xpertburgerzaken.nl/doc/356389",356389,"http://portal.xpertburgerzaken.nl/doc/356400",356400,"http://portal.xpertburgerzaken.nl/doc/311039",311039,"http://portal.xpertburgerzaken.nl/doc/266994",266994,"http://portal.xpertburgerzaken.nl/doc/266998",266998,"http://portal.xpertburgerzaken.nl/doc/276552",276552,"http://portal.xpertburgerzaken.nl/doc/339627",339627,
66,"Liechtensteinse",6012,"Liechtenstein","Liechtenstein","http://portal.xpertburgerzaken.nl/doc/356419",356419,"http://portal.xpertburgerzaken.nl/doc/267009",267009,"http://portal.xpertburgerzaken.nl/doc/356419",356419,"http://portal.xpertburgerzaken.nl/doc/356445",356445,"http://portal.xpertburgerzaken.nl/doc/311041",311041,"http://portal.xpertburgerzaken.nl/doc/267007",267007,"http://portal.xpertburgerzaken.nl/doc/267011",267011,"http://portal.xpertburgerzaken.nl/doc/276621",276621,"http://portal.xpertburgerzaken.nl/doc/339630",339630,
46,"Litouwse",7066,"Litouwen","Litouwen","http://portal.xpertburgerzaken.nl/doc/356463",356463,"http://portal.xpertburgerzaken.nl/doc/267022",267022,"http://portal.xpertburgerzaken.nl/doc/356479",356479,"http://portal.xpertburgerzaken.nl/doc/356489",356489,"http://portal.xpertburgerzaken.nl/doc/311044",311044,"http://portal.xpertburgerzaken.nl/doc/267020",267020,"http://portal.xpertburgerzaken.nl/doc/267024",267024,"http://portal.xpertburgerzaken.nl/doc/276654",276654,"http://portal.xpertburgerzaken.nl/doc/339632",339632,
67,"Luxemburgse",6018,"Luxemburg","Luxemburg","http://portal.xpertburgerzaken.nl/doc/356507",356507,"http://portal.xpertburgerzaken.nl/doc/267035",267035,"http://portal.xpertburgerzaken.nl/doc/356523",356523,"http://portal.xpertburgerzaken.nl/doc/356533",356533,"http://portal.xpertburgerzaken.nl/doc/311048",311048,"http://portal.xpertburgerzaken.nl/doc/267033",267033,"http://portal.xpertburgerzaken.nl/doc/267037",267037,"http://portal.xpertburgerzaken.nl/doc/276808",276808,"http://portal.xpertburgerzaken.nl/doc/339635",339635,
,,,,"Macau (China)","nvt","nvt","nvt","nvt","nvt","nvt",,,,,,,,,,,,,
86,"Macedonische",5100,"Macedonië","Macedonië","http://portal.xpertburgerzaken.nl/doc/356551",356551,"http://portal.xpertburgerzaken.nl/doc/267049",267049,"http://portal.xpertburgerzaken.nl/doc/356567",356567,"http://portal.xpertburgerzaken.nl/doc/356577",356577,"http://portal.xpertburgerzaken.nl/doc/311054",311054,"http://portal.xpertburgerzaken.nl/doc/267047",267047,"http://portal.xpertburgerzaken.nl/doc/267051",267051,"http://portal.xpertburgerzaken.nl/doc/277128",277128,"http://portal.xpertburgerzaken.nl/doc/339640",339640,
128,"Malagassische",9010,"Madagaskar","Madagascar","http://portal.xpertburgerzaken.nl/doc/356595",356595,"http://portal.xpertburgerzaken.nl/doc/267062",267062,"http://portal.xpertburgerzaken.nl/doc/356611",356611,"http://portal.xpertburgerzaken.nl/doc/356621",356621,"http://portal.xpertburgerzaken.nl/doc/311057",311057,"http://portal.xpertburgerzaken.nl/doc/267060",267060,"http://portal.xpertburgerzaken.nl/doc/267064",267064,"http://portal.xpertburgerzaken.nl/doc/277184",277184,"http://portal.xpertburgerzaken.nl/doc/339643",339643,
129,"Malawische",5005,"Malawi","Malawi","http://portal.xpertburgerzaken.nl/doc/356640",356640,"http://portal.xpertburgerzaken.nl/doc/267075",267075,"http://portal.xpertburgerzaken.nl/doc/356656",356656,"http://portal.xpertburgerzaken.nl/doc/356666",356666,"http://portal.xpertburgerzaken.nl/doc/311061",311061,"http://portal.xpertburgerzaken.nl/doc/267073",267073,"http://portal.xpertburgerzaken.nl/doc/267077",267077,"http://portal.xpertburgerzaken.nl/doc/277275",277275,"http://portal.xpertburgerzaken.nl/doc/339646",339646,
324,"Maldivische",7041,"Maldiven","Malediven","http://portal.xpertburgerzaken.nl/doc/356684",356684,"http://portal.xpertburgerzaken.nl/doc/267088",267088,"http://portal.xpertburgerzaken.nl/doc/356703",356703,"http://portal.xpertburgerzaken.nl/doc/356713",356713,"http://portal.xpertburgerzaken.nl/doc/311063",311063,"http://portal.xpertburgerzaken.nl/doc/267086",267086,"http://portal.xpertburgerzaken.nl/doc/267090",267090,"http://portal.xpertburgerzaken.nl/doc/277332",277332,"http://portal.xpertburgerzaken.nl/doc/339649",339649,
325,"Maleisische",7026,"Maleisië","Maleisië","http://portal.xpertburgerzaken.nl/doc/356731",356731,"http://portal.xpertburgerzaken.nl/doc/267101",267101,"http://portal.xpertburgerzaken.nl/doc/356747",356747,"http://portal.xpertburgerzaken.nl/doc/356757",356757,"http://portal.xpertburgerzaken.nl/doc/311065",311065,"http://portal.xpertburgerzaken.nl/doc/267099",267099,"http://portal.xpertburgerzaken.nl/doc/267103",267103,"http://portal.xpertburgerzaken.nl/doc/277345",277345,"http://portal.xpertburgerzaken.nl/doc/339651",339651,
130,"Malinese",5029,"Mali","Mali","http://portal.xpertburgerzaken.nl/doc/356775",356775,"http://portal.xpertburgerzaken.nl/doc/267114",267114,"http://portal.xpertburgerzaken.nl/doc/356791",356791,"http://portal.xpertburgerzaken.nl/doc/356801",356801,"http://portal.xpertburgerzaken.nl/doc/311067",311067,"http://portal.xpertburgerzaken.nl/doc/267112",267112,"http://portal.xpertburgerzaken.nl/doc/267116",267116,"http://portal.xpertburgerzaken.nl/doc/277383",277383,"http://portal.xpertburgerzaken.nl/doc/339654",339654,
68,"Maltese",7003,"Malta","Malta","http://portal.xpertburgerzaken.nl/doc/356819",356819,"http://portal.xpertburgerzaken.nl/doc/267127",267127,"http://portal.xpertburgerzaken.nl/doc/356835",356835,"http://portal.xpertburgerzaken.nl/doc/356845",356845,"http://portal.xpertburgerzaken.nl/doc/311070",311070,,,"http://portal.xpertburgerzaken.nl/doc/267129",267129,"http://portal.xpertburgerzaken.nl/doc/277483",277483,"http://portal.xpertburgerzaken.nl/doc/339658",339658,
131,"Marokkaanse",5022,"Marokko","Marokko","http://portal.xpertburgerzaken.nl/doc/361055",361055,"http://portal.xpertburgerzaken.nl/doc/267140",267140,"http://portal.xpertburgerzaken.nl/doc/361072",361072,"http://portal.xpertburgerzaken.nl/doc/361082",361082,,311077,,,,,,,"http://portal.xpertburgerzaken.nl/doc/339661",339661,
47,"Burger van de Marshalleilanden",9056,"Marshalleilanden","Marshalleilanden","http://portal.xpertburgerzaken.nl/doc/356863",356863,"http://portal.xpertburgerzaken.nl/doc/267154",267154,"http://portal.xpertburgerzaken.nl/doc/356868",356868,"http://portal.xpertburgerzaken.nl/doc/356871",356871,"http://portal.xpertburgerzaken.nl/doc/311079",311079,"http://portal.xpertburgerzaken.nl/doc/267152",267152,"http://portal.xpertburgerzaken.nl/doc/267156",267156,"http://portal.xpertburgerzaken.nl/doc/277703",277703,"http://portal.xpertburgerzaken.nl/doc/339664",339664,
132,"Burger van Mauritanië",6020,"Mauritanië","Mauritanië","http://portal.xpertburgerzaken.nl/doc/356889",356889,"http://portal.xpertburgerzaken.nl/doc/267167",267167,"http://portal.xpertburgerzaken.nl/doc/356905",356905,"http://portal.xpertburgerzaken.nl/doc/356915",356915,"http://portal.xpertburgerzaken.nl/doc/311083",311083,"http://portal.xpertburgerzaken.nl/doc/267165",267165,"http://portal.xpertburgerzaken.nl/doc/267169",267169,"http://portal.xpertburgerzaken.nl/doc/277738",277738,"http://portal.xpertburgerzaken.nl/doc/339666",339666,
133,"Burger van Mauritius",5044,"Mauritius","Mauritius","http://portal.xpertburgerzaken.nl/doc/356933",356933,"http://portal.xpertburgerzaken.nl/doc/267180",267180,"http://portal.xpertburgerzaken.nl/doc/356949",356949,"http://portal.xpertburgerzaken.nl/doc/356959",356959,"http://portal.xpertburgerzaken.nl/doc/311085",311085,"http://portal.xpertburgerzaken.nl/doc/267178",267178,"http://portal.xpertburgerzaken.nl/doc/267182",267182,"http://portal.xpertburgerzaken.nl/doc/277798",277798,"http://portal.xpertburgerzaken.nl/doc/339669",339669,
216,"Mexicaanse",7006,"Mexico","Mexico","http://portal.xpertburgerzaken.nl/doc/356978",356978,"http://portal.xpertburgerzaken.nl/doc/267193",267193,"http://portal.xpertburgerzaken.nl/doc/356995",356995,"http://portal.xpertburgerzaken.nl/doc/357006",357006,"http://portal.xpertburgerzaken.nl/doc/311089",311089,"http://portal.xpertburgerzaken.nl/doc/267191",267191,"http://portal.xpertburgerzaken.nl/doc/267195",267195,"http://portal.xpertburgerzaken.nl/doc/277819",277819,"http://portal.xpertburgerzaken.nl/doc/339672",339672,
,,9094,"Micronesia","Micronesië","http://portal.xpertburgerzaken.nl/doc/351898",351898,"http://portal.xpertburgerzaken.nl/doc/267206",267206,"http://portal.xpertburgerzaken.nl/doc/351914",351914,"http://portal.xpertburgerzaken.nl/doc/351924",351924,"http://portal.xpertburgerzaken.nl/doc/311091",311091,"http://portal.xpertburgerzaken.nl/doc/267204",267204,"http://portal.xpertburgerzaken.nl/doc/267208",267208,"http://portal.xpertburgerzaken.nl/doc/277941",277941,"http://portal.xpertburgerzaken.nl/doc/339675",339675,
36,"Burger van Moldavië",6000,"Moldavië","Moldavië","http://portal.xpertburgerzaken.nl/doc/357024",357024,"http://portal.xpertburgerzaken.nl/doc/267219",267219,"http://portal.xpertburgerzaken.nl/doc/357040",357040,"http://portal.xpertburgerzaken.nl/doc/357050",357050,"http://portal.xpertburgerzaken.nl/doc/311096",311096,"http://portal.xpertburgerzaken.nl/doc/267217",267217,"http://portal.xpertburgerzaken.nl/doc/267221",267221,"http://portal.xpertburgerzaken.nl/doc/277968",277968,"http://portal.xpertburgerzaken.nl/doc/339677",339677,
69,"Monegaskische",5032,"Monaco","Monaco","http://portal.xpertburgerzaken.nl/doc/357068",357068,"http://portal.xpertburgerzaken.nl/doc/267232",267232,"http://portal.xpertburgerzaken.nl/doc/357084",357084,"http://portal.xpertburgerzaken.nl/doc/357094",357094,"http://portal.xpertburgerzaken.nl/doc/311100",311100,"http://portal.xpertburgerzaken.nl/doc/267230",267230,"http://portal.xpertburgerzaken.nl/doc/267234",267234,"http://portal.xpertburgerzaken.nl/doc/278117",278117,"http://portal.xpertburgerzaken.nl/doc/339680",339680,
326,"Mongolische",7052,"Mongolië","Mongolië","http://portal.xpertburgerzaken.nl/doc/357112",357112,"http://portal.xpertburgerzaken.nl/doc/267245",267245,"http://portal.xpertburgerzaken.nl/doc/357128",357128,"http://portal.xpertburgerzaken.nl/doc/357138",357138,"http://portal.xpertburgerzaken.nl/doc/311103",311103,"http://portal.xpertburgerzaken.nl/doc/267243",267243,"http://portal.xpertburgerzaken.nl/doc/267247",267247,"http://portal.xpertburgerzaken.nl/doc/278198",278198,"http://portal.xpertburgerzaken.nl/doc/339683",339683,
455,"Burger van Montenegro",5104,"Montenegro","Montenegro","http://portal.xpertburgerzaken.nl/doc/357156",357156,"http://portal.xpertburgerzaken.nl/doc/267258",267258,"http://portal.xpertburgerzaken.nl/doc/357173",357173,"http://portal.xpertburgerzaken.nl/doc/357183",357183,"http://portal.xpertburgerzaken.nl/doc/311106",311106,"http://portal.xpertburgerzaken.nl/doc/267256",267256,"http://portal.xpertburgerzaken.nl/doc/267260",267260,"http://portal.xpertburgerzaken.nl/doc/278245",278245,"http://portal.xpertburgerzaken.nl/doc/340737",340737,
,,,,"Mozambique","http://portal.xpertburgerzaken.nl/doc/357200",357200,"http://portal.xpertburgerzaken.nl/doc/318311/lesotho---mozambique/mozambique/10-commentaar-nationaliteit",318311,"http://portal.xpertburgerzaken.nl/doc/357225",357225,"http://portal.xpertburgerzaken.nl/doc/357235",357235,"http://portal.xpertburgerzaken.nl/doc/311111",311111,"http://portal.xpertburgerzaken.nl/doc/318309",318309,"http://portal.xpertburgerzaken.nl/doc/325573",325573,"http://portal.xpertburgerzaken.nl/doc/278404",278404,"http://portal.xpertburgerzaken.nl/doc/339686",339686,
49,"Namibische",9023,"Namibië","Namibië","http://portal.xpertburgerzaken.nl/doc/357342",357342,"http://portal.xpertburgerzaken.nl/doc/267272",267272,"http://portal.xpertburgerzaken.nl/doc/357359",357359,"http://portal.xpertburgerzaken.nl/doc/357369",357369,"http://portal.xpertburgerzaken.nl/doc/311116",311116,"http://portal.xpertburgerzaken.nl/doc/267270",267270,"http://portal.xpertburgerzaken.nl/doc/267274",267274,"http://portal.xpertburgerzaken.nl/doc/278484",278484,"http://portal.xpertburgerzaken.nl/doc/339689",339689,
431,"Nauruaanse",7057,"Nauru","Nauru","http://portal.xpertburgerzaken.nl/doc/357297",357297,"http://portal.xpertburgerzaken.nl/doc/267286",267286,"http://portal.xpertburgerzaken.nl/doc/357314",357314,"http://portal.xpertburgerzaken.nl/doc/357324",357324,"http://portal.xpertburgerzaken.nl/doc/311118",311118,"http://portal.xpertburgerzaken.nl/doc/267284",267284,"http://portal.xpertburgerzaken.nl/doc/267288",267288,"http://portal.xpertburgerzaken.nl/doc/278502",278502,"http://portal.xpertburgerzaken.nl/doc/339692",339692,
,,,,"Nederlandse Antillen","nvt","nvt","nvt","nvt","nvt","nvt","nvt","nvt","nvt","nvt","nvt","nvt","nvt","nvt","nvt","nvt",,,
328,"Nepalese",6035,"Nepal","Nepal","http://portal.xpertburgerzaken.nl/doc/357433",357433,"http://portal.xpertburgerzaken.nl/doc/267312",267312,"http://portal.xpertburgerzaken.nl/doc/357449",357449,"http://portal.xpertburgerzaken.nl/doc/357459",357459,"http://portal.xpertburgerzaken.nl/doc/311126",311126,"http://portal.xpertburgerzaken.nl/doc/267310",267310,"http://portal.xpertburgerzaken.nl/doc/267314",267314,"http://portal.xpertburgerzaken.nl/doc/278535",278535,"x","x",
218,"Nicaraguaanse",7018,"Nicaragua","Nicaragua","http://portal.xpertburgerzaken.nl/doc/357478",357478,"http://portal.xpertburgerzaken.nl/doc/267325",267325,"http://portal.xpertburgerzaken.nl/doc/357495",357495,"http://portal.xpertburgerzaken.nl/doc/357505",357505,"http://portal.xpertburgerzaken.nl/doc/311128",311128,"http://portal.xpertburgerzaken.nl/doc/267323",267323,"http://portal.xpertburgerzaken.nl/doc/267327",267327,"http://portal.xpertburgerzaken.nl/doc/278583",278583,"http://portal.xpertburgerzaken.nl/doc/339697",339697,
402,"Nieuwzeelandse","v","Nieuwzeeland","Nieuw Zeeland","http://portal.xpertburgerzaken.nl/doc/357532",357532,"http://portal.xpertburgerzaken.nl/doc/267338",267338,"http://portal.xpertburgerzaken.nl/doc/357548",357548,"http://portal.xpertburgerzaken.nl/doc/357559",357559,"http://portal.xpertburgerzaken.nl/doc/311132",311132,"http://portal.xpertburgerzaken.nl/doc/267336",267336,"http://portal.xpertburgerzaken.nl/doc/267340",267340,"http://portal.xpertburgerzaken.nl/doc/278663",278663,"http://portal.xpertburgerzaken.nl/doc/339700",339700,
136,"Burger van Niger",6040,"Niger","Niger","http://portal.xpertburgerzaken.nl/doc/357577",357577,"http://portal.xpertburgerzaken.nl/doc/267351",267351,"http://portal.xpertburgerzaken.nl/doc/357592",357592,"http://portal.xpertburgerzaken.nl/doc/357595",357595,"http://portal.xpertburgerzaken.nl/doc/311134",311134,"http://portal.xpertburgerzaken.nl/doc/267349",267349,"http://portal.xpertburgerzaken.nl/doc/267353",267353,"http://portal.xpertburgerzaken.nl/doc/278714",278714,"http://portal.xpertburgerzaken.nl/doc/339703",339703,
137,"Burger van Nigeria",6005,"Nigeria","Nigeria","http://portal.xpertburgerzaken.nl/doc/357614",357614,"http://portal.xpertburgerzaken.nl/doc/267364",267364,"http://portal.xpertburgerzaken.nl/doc/357637",357637,"http://portal.xpertburgerzaken.nl/doc/357630",357630,"http://portal.xpertburgerzaken.nl/doc/311136",311136,"http://portal.xpertburgerzaken.nl/doc/267362",267362,"http://portal.xpertburgerzaken.nl/doc/267366",267366,"http://portal.xpertburgerzaken.nl/doc/278824",278824,"http://portal.xpertburgerzaken.nl/doc/339706",339706,
,,,,"Niue","nvt","nvt","nvt","nvt","nvt","nvt","nvt","nvt","http://portal.xpertburgerzaken.nl/doc/326267",326267,"nvt","nvt","nvt","nvt","nvt","nvt","nvt","nvt","nvt"
70,"Noorse",6027,"Noorwegen","Noorwegen","http://portal.xpertburgerzaken.nl/doc/357691",357691,"http://portal.xpertburgerzaken.nl/doc/267391",267391,"http://portal.xpertburgerzaken.nl/doc/357707",357707,"http://portal.xpertburgerzaken.nl/doc/357717",357717,"http://portal.xpertburgerzaken.nl/doc/311143",311143,"http://portal.xpertburgerzaken.nl/doc/267389",267389,"http://portal.xpertburgerzaken.nl/doc/267393",267393,"http://portal.xpertburgerzaken.nl/doc/278882",278882,"http://portal.xpertburgerzaken.nl/doc/339714",339714,
34,"Burger van Oekraine",6038,"Oekraine","Oekraïne","http://portal.xpertburgerzaken.nl/doc/357735",357735,"http://portal.xpertburgerzaken.nl/doc/267404",267404,"http://portal.xpertburgerzaken.nl/doc/357752",357752,"http://portal.xpertburgerzaken.nl/doc/357762",357762,"http://portal.xpertburgerzaken.nl/doc/311149",311149,"http://portal.xpertburgerzaken.nl/doc/267402",267402,"http://portal.xpertburgerzaken.nl/doc/267406",267406,"http://portal.xpertburgerzaken.nl/doc/278955",278955,"http://portal.xpertburgerzaken.nl/doc/339717",339717,
33,"Burger van Oezbekistan",6050,"Oezbekistan","Oezbekistan","http://portal.xpertburgerzaken.nl/doc/357782",357782,"http://portal.xpertburgerzaken.nl/doc/267417",267417,"http://portal.xpertburgerzaken.nl/doc/357798",357798,"http://portal.xpertburgerzaken.nl/doc/357808",357808,"http://portal.xpertburgerzaken.nl/doc/311152",311152,"http://portal.xpertburgerzaken.nl/doc/267415",267415,"http://portal.xpertburgerzaken.nl/doc/267419",267419,"http://portal.xpertburgerzaken.nl/doc/279152",279152,"http://portal.xpertburgerzaken.nl/doc/339720",339720,
327,"Omanitische",7051,"Oman","Oman","http://portal.xpertburgerzaken.nl/doc/357827",357827,"http://portal.xpertburgerzaken.nl/doc/267430",267430,"http://portal.xpertburgerzaken.nl/doc/357843",357843,"http://portal.xpertburgerzaken.nl/doc/357853",357853,"http://portal.xpertburgerzaken.nl/doc/311154",311154,"http://portal.xpertburgerzaken.nl/doc/267428",267428,"http://portal.xpertburgerzaken.nl/doc/267419",267419,"http://portal.xpertburgerzaken.nl/doc/279234",279234,"http://portal.xpertburgerzaken.nl/doc/339724",339724,
71,"Oostenrijkse",5009,"Oostenrijk","Oostenrijk","http://portal.xpertburgerzaken.nl/doc/357872",357872,"http://portal.xpertburgerzaken.nl/doc/267443",267443,"http://portal.xpertburgerzaken.nl/doc/357889",357889,"http://portal.xpertburgerzaken.nl/doc/357899",357899,"http://portal.xpertburgerzaken.nl/doc/311157",311157,"http://portal.xpertburgerzaken.nl/doc/267441",267441,"http://portal.xpertburgerzaken.nl/doc/267445",267445,"http://portal.xpertburgerzaken.nl/doc/279256",279256,"http://portal.xpertburgerzaken.nl/doc/339727",339727,
331,"Pakistaanse",7020,"Pakistan","Pakistan","http://portal.xpertburgerzaken.nl/doc/357917",357917,"http://portal.xpertburgerzaken.nl/doc/267456",267456,"http://portal.xpertburgerzaken.nl/doc/357934",357934,"http://portal.xpertburgerzaken.nl/doc/357944",357944,"http://portal.xpertburgerzaken.nl/doc/311160",311160,"http://portal.xpertburgerzaken.nl/doc/267454",267454,"http://portal.xpertburgerzaken.nl/doc/267458",267458,"http://portal.xpertburgerzaken.nl/doc/279597",279597,"http://portal.xpertburgerzaken.nl/doc/339730",339730,
,,8044,"Republiek van Palau","Palau","http://portal.xpertburgerzaken.nl/doc/357962",357962,"http://portal.xpertburgerzaken.nl/doc/267469",267469,"http://portal.xpertburgerzaken.nl/doc/357978",357978,"http://portal.xpertburgerzaken.nl/doc/357989",357989,"http://portal.xpertburgerzaken.nl/doc/311162",311162,"http://portal.xpertburgerzaken.nl/doc/267467",267467,"http://portal.xpertburgerzaken.nl/doc/267471",267471,"http://portal.xpertburgerzaken.nl/doc/279667",279667,"http://portal.xpertburgerzaken.nl/doc/339733",339733,
,,,,"Palestina","nvt","nvt","nvt","nvt","nvt","nvt","nvt","nvt","http://portal.xpertburgerzaken.nl/doc/326268",326268,,,,,,,,,
219,"Panamese",7037,"Panama","Panama","http://portal.xpertburgerzaken.nl/doc/358007",358007,"http://portal.xpertburgerzaken.nl/doc/267482",267482,"http://portal.xpertburgerzaken.nl/doc/358031",358031,"http://portal.xpertburgerzaken.nl/doc/358041",358041,"http://portal.xpertburgerzaken.nl/doc/326259",326259,"http://portal.xpertburgerzaken.nl/doc/267480",267480,"http://portal.xpertburgerzaken.nl/doc/267484",267484,"http://portal.xpertburgerzaken.nl/doc/279698",279698,"http://portal.xpertburgerzaken.nl/doc/339745",339745,
401,"Burger van Papua-Nieuwguinea",8021,"Papua-Nieuwguinea","Papoea-Nieuw-Guinea","http://portal.xpertburgerzaken.nl/doc/358059",358059,"http://portal.xpertburgerzaken.nl/doc/267495",267495,"http://portal.xpertburgerzaken.nl/doc/358075",358075,"http://portal.xpertburgerzaken.nl/doc/358085",358085,"http://portal.xpertburgerzaken.nl/doc/311170",311170,"http://portal.xpertburgerzaken.nl/doc/267493",267493,"http://portal.xpertburgerzaken.nl/doc/267497",267497,"http://portal.xpertburgerzaken.nl/doc/279716",279716,"http://portal.xpertburgerzaken.nl/doc/339748",339748,
261,"Paraguayaanse",5038,"Paraguay","Paraguay","http://portal.xpertburgerzaken.nl/doc/358103",358103,"http://portal.xpertburgerzaken.nl/doc/267508",267508,"http://portal.xpertburgerzaken.nl/doc/358119",358119,"http://portal.xpertburgerzaken.nl/doc/358129",358129,"http://portal.xpertburgerzaken.nl/doc/311172",311172,"http://portal.xpertburgerzaken.nl/doc/267506",267506,"http://portal.xpertburgerzaken.nl/doc/267510",267510,"http://portal.xpertburgerzaken.nl/doc/279762",279762,"http://portal.xpertburgerzaken.nl/doc/339751",339751,
262,"Peruaanse",7049,"Peru","Peru","http://portal.xpertburgerzaken.nl/doc/358147",358147,"http://portal.xpertburgerzaken.nl/doc/267520",267520,"http://portal.xpertburgerzaken.nl/doc/358163",358163,"http://portal.xpertburgerzaken.nl/doc/358173",358173,"http://portal.xpertburgerzaken.nl/doc/311174",311174,"http://portal.xpertburgerzaken.nl/doc/267518",267518,"http://portal.xpertburgerzaken.nl/doc/267522",267522,"http://portal.xpertburgerzaken.nl/doc/279781",279781,"http://portal.xpertburgerzaken.nl/doc/339754",339754,
72,"Poolse",7028,"Polen","Polen","http://portal.xpertburgerzaken.nl/doc/360920",360920,"http://portal.xpertburgerzaken.nl/doc/267534",267534,"http://portal.xpertburgerzaken.nl/doc/360937",360937,"http://portal.xpertburgerzaken.nl/doc/360947",360947,"http://portal.xpertburgerzaken.nl/doc/311179",311179,"http://portal.xpertburgerzaken.nl/doc/267532",267532,"http://portal.xpertburgerzaken.nl/doc/267536",267536,"http://portal.xpertburgerzaken.nl/doc/279874",279874,"http://portal.xpertburgerzaken.nl/doc/339757",339757,
73,"Portugese",7050,"Portugal","Portugal","http://portal.xpertburgerzaken.nl/doc/358191",358191,"http://portal.xpertburgerzaken.nl/doc/267547",267547,"http://portal.xpertburgerzaken.nl/doc/358208",358208,"http://portal.xpertburgerzaken.nl/doc/358218",358218,"http://portal.xpertburgerzaken.nl/doc/311183",311183,"http://portal.xpertburgerzaken.nl/doc/267545",267545,"http://portal.xpertburgerzaken.nl/doc/267549",267549,"http://portal.xpertburgerzaken.nl/doc/279958",279958,"http://portal.xpertburgerzaken.nl/doc/339760",339760,
