"GBA-Nationaliteitentabel (tabel 32)",,"GBA-Landentabel (tabel 34)",,"Landnaam in xpert burgerzaken","5. Afstamming uit landeninformatie","ID afstamming","10. Nationaliteit uit landeninformatie","ID Nationaliteit uit landeninformatie","6. Naam uit landeninformatie","ID Naam uit landeninformatie","8. Huwelijk uit landeninformatie","ID Huwelijk uit landeninformatie","11.Legalisatie","ID Legalisatie","4.Meerderjarigheid","ID Meerderjarigheid","7.Overlijden","ID Overlijden","9.Nationaliteitswetten","ID Nationaliteitswetten","13 ambassades","ID ambassades",
"Code","Omschrijving","Code","Omschrijving",,"url","ID","url","ID Nationaliteit uit landeninformatie","url","id ",,"id  ",,"id  ",,,,,,,,,
342,"Viëtnamese",8024,"Viëtnam","Vietnam","http://portal.xpertburgerzaken.nl/doc/360334",360334,"http://portal.xpertburgerzaken.nl/doc/268150",268150,"http://portal.xpertburgerzaken.nl/doc/360350",360350,"http://portal.xpertburgerzaken.nl/doc/360360",360360,"http://portal.xpertburgerzaken.nl/doc/311320",311320,"http://portal.xpertburgerzaken.nl/doc/268148",268148,"http://portal.xpertburgerzaken.nl/doc/268152",268152,"http://portal.xpertburgerzaken.nl/doc/283524",283524,"http://portal.xpertburgerzaken.nl/doc/339898",339898,
156,"Zambiaanse",5028,"Zambia","Zambia","http://portal.xpertburgerzaken.nl/doc/360378",360378,"http://portal.xpertburgerzaken.nl/doc/268193",268193,"http://portal.xpertburgerzaken.nl/doc/360394",360394,"http://portal.xpertburgerzaken.nl/doc/360404",360404,"http://portal.xpertburgerzaken.nl/doc/311332",311332,"http://portal.xpertburgerzaken.nl/doc/268191",268191,"http://portal.xpertburgerzaken.nl/doc/268195",268195,"http://portal.xpertburgerzaken.nl/doc/283740",283740,"http://portal.xpertburgerzaken.nl/doc/339901",339901,
142,"Zimbabwaanse",8031,"Zimbabwe","Zimbabwe (Rhodesië)","http://portal.xpertburgerzaken.nl/doc/360422",360422,"http://portal.xpertburgerzaken.nl/doc/268206",268206,"http://portal.xpertburgerzaken.nl/doc/360439",360439,"http://portal.xpertburgerzaken.nl/doc/360449",360449,"http://portal.xpertburgerzaken.nl/doc/311334",311334,"http://portal.xpertburgerzaken.nl/doc/268204",268204,"http://portal.xpertburgerzaken.nl/doc/268208",268208,"http://portal.xpertburgerzaken.nl/doc/283889",283889,"http://portal.xpertburgerzaken.nl/doc/339904",339904,
140,"Zuidafrikaanse",5014,"Zuidafrika","Zuid-Afrika","http://portal.xpertburgerzaken.nl/doc/360469",360469,"http://portal.xpertburgerzaken.nl/doc/268219",268219,"http://portal.xpertburgerzaken.nl/doc/360485",360485,"http://portal.xpertburgerzaken.nl/doc/360495",360495,"http://portal.xpertburgerzaken.nl/doc/311336",311336,"http://portal.xpertburgerzaken.nl/doc/268217",268217,"http://portal.xpertburgerzaken.nl/doc/268221",268221,"http://portal.xpertburgerzaken.nl/doc/283966",283966,"http://portal.xpertburgerzaken.nl/doc/339907",339907,
341,"Zuidkoreaanse",6036,"Zuidkorea","Zuid-Korea","http://portal.xpertburgerzaken.nl/doc/360513",360513,"http://portal.xpertburgerzaken.nl/doc/268232",268232,"http://portal.xpertburgerzaken.nl/doc/360531",360531,"http://portal.xpertburgerzaken.nl/doc/360541",360541,"http://portal.xpertburgerzaken.nl/doc/311338",311338,"http://portal.xpertburgerzaken.nl/doc/268230",268230,"http://portal.xpertburgerzaken.nl/doc/268234",268234,"http://portal.xpertburgerzaken.nl/doc/284053",284053,"http://portal.xpertburgerzaken.nl/doc/339911",339911,
,,,,"Zuid-Soedan","http://portal.xpertburgerzaken.nl/doc/360561",360561,"http://portal.xpertburgerzaken.nl/doc/321513/timor-leste---zwitserland/zuid-soedan/10-commentaar-nationaliteit",321513,"http://portal.xpertburgerzaken.nl/doc/360577",360577,"http://portal.xpertburgerzaken.nl/doc/360587",360587,"http://portal.xpertburgerzaken.nl/doc/329133",329133,"http://portal.xpertburgerzaken.nl/doc/321511",321511,"http://portal.xpertburgerzaken.nl/doc/321515",321515,"http://portal.xpertburgerzaken.nl/doc/321482",321482,,,
80,"Zweedse",5039,"Zweden","Zweden","http://portal.xpertburgerzaken.nl/doc/360605",360605,"http://portal.xpertburgerzaken.nl/doc/268245",268245,"http://portal.xpertburgerzaken.nl/doc/360622",360622,"http://portal.xpertburgerzaken.nl/doc/360632",360632,"http://portal.xpertburgerzaken.nl/doc/311341",311341,"http://portal.xpertburgerzaken.nl/doc/268243",268243,"http://portal.xpertburgerzaken.nl/doc/268247",268247,"http://portal.xpertburgerzaken.nl/doc/284128",284128,"http://portal.xpertburgerzaken.nl/doc/339918",339918,
81,"Zwitserse",5003,"Zwitserland","Zwitserland","http://portal.xpertburgerzaken.nl/doc/360649",360649,"http://portal.xpertburgerzaken.nl/doc/268258",268258,"http://portal.xpertburgerzaken.nl/doc/360666",360666,"http://portal.xpertburgerzaken.nl/doc/360676",360676,"http://portal.xpertburgerzaken.nl/doc/311345",311345,"http://portal.xpertburgerzaken.nl/doc/268256",268256,"http://portal.xpertburgerzaken.nl/doc/268260",268260,"http://portal.xpertburgerzaken.nl/doc/284197",284197,"http://portal.xpertburgerzaken.nl/doc/339921",339921,
,,8002,"Amerikaans Samoa",,,,,,,,,,,,,,,,,,,,
,,7088,"Amerikaanse Maagdeneilanden",,,,,,,,,,,,,,,,,,,,
,,8036,"Anguilla",,,,,,,,,,,,,,,,,,,,
,,5055,"Ascension",,,,,,,,,,,,,,,,,,,,
,,5056,"Azoren",,,,,,,,,,,,,,,,,,,,
,,9048,"Bermuda",,,,,,,,,,,,,,,,,,,,
,,5106,"Bonaire",,,,,,,,,,,,,,,,,,,,
,,7095,"Brits Territorium in Antarctica",,,,,,,,,,,,,,,,,,,,
,,7096,"Brits Territorium in de Indische Oceaan",,,,,,,,,,,,,,,,,,,,
,,7030,"Britse Maagdeneilanden",,,,,,,,,,,,,,,,,,,,
,,6053,"Canarische eilanden",,,,,,,,,,,,,,,,,,,,
,,7092,"Caymaneilanden",,,,,,,,,,,,,,,,,,,,
,,8012,"Christmaseiland",,,,,,,,,,,,,,,,,,,,
,,8013,"Cocoseilanden",,,,,,,,,,,,,,,,,,,,
109,"Comorese",5060,"Comoren",,,,,,,,,,,,,,,,,,,,
,,7097,"Cookeilanden",,,,,,,,,,,,,,,,,,,,
,,5107,"Curaçao",,,,,,,,,,,,,,,,,,,,
,,8014,"Faeröer",,,,,,,,,,,,,,,,,,,,
,,5061,"Falklandeilanden",,,,,,,,,,,,,,,,,,,,
,,6054,"Frans Polynesië",,,,,,,,,,,,,,,,,,,,
,,6055,"Gibraltar",,,,,,,,,,,,,,,,,,,,
,,5065,"Groenland",,,,,,,,,,,,,,,,,,,,
,,5066,"Guadeloupe",,,,,,,,,,,,,,,,,,,,
,,8001,"Guam",,,,,,,,,,,,,,,,,,,,
139,"Guineebissause",5072,"Guinee Bissau",,,,,,,,,,,,,,,,,,,,
,,9999,"Internationaal gebied",,,,,,,,,,,,,,,,,,,,
,,5080,"Johnston",,,,,,,,,,,,,,,,,,,,
,,8034,"Kanaaleilanden",,,,,,,,,,,,,,,,,,,,
,,7087,"Madeira-eilanden",,,,,,,,,,,,,,,,,,,,
,,8035,"Man",,,,,,,,,,,,,,,,,,,,
,,8009,"Marianen",,,,,,,,,,,,,,,,,,,,
,,5069,"Martinique",,,,,,,,,,,,,,,,,,,,
,,5084,"Mayotte",,,,,,,,,,,,,,,,,,,,
,,8003,"Midway",,,,,,,,,,,,,,,,,,,,
,,8015,"Montserrat",,,,,,,,,,,,,,,,,,,,
134,"Mozambiquaanse",5070,"Mozambique",,,,,,,,,,,,,,,,,,,,
1,"Nederlandse",6030,"Nederland","Nederland","http://portal.xpertburgerzaken.nl/doc/350213",350213,"http://portal.xpertburgerzaken.nl/doc/350218",350218,"http://portal.xpertburgerzaken.nl/doc/350214",350214,"http://portal.xpertburgerzaken.nl/doc/350216",350216,"http://portal.xpertburgerzaken.nl/doc/311121",311121,"http://portal.xpertburgerzaken.nl/doc/350212",350212,"http://portal.xpertburgerzaken.nl/doc/350215",350215,"http://portal.xpertburgerzaken.nl/doc/350217",350217,"x","x",
,,7099,"Nieuwcaledonië",,,,,,,,,,,,,,,,,,,,
,,9091,"Niue",,,,,,,,,,,,,,,,,,,,
,,8016,"Norfolk",,,,,,,,,,,,,,,,,,,,
0,"Onbekend",0,"Onbekend",,,,,,,,,,,,,,,,,,,,
,,8041,"Panamakanaalzone",,,,,,,,,,,,,,,,,,,,
,,5071,"Pitcairneilanden",,,,,,,,,,,,,,,,,,,,
,,8020,"Puerto Rico",,,,,,,,,,,,,,,,,,,,
,,5073,"Réunion",,,,,,,,,,,,,,,,,,,,
,,5108,"Saba",,,,,,,,,,,,,,,,,,,,
268,"Burger van Saint Kitts-Nevis",8037,"Saint Kitts-Nevis",,,,,,,,,,,,,,,,,,,,
,,5074,"Saint Pierre en Miquelon",,,,,,,,,,,,,,,,,,,,
144,"Burger van São Tomé en Principe",6059,"São Tomé en Principe",,,,,,,,,,,,,,,,,,,,
,,5109,"Sint Eustatius",,,,,,,,,,,,,,,,,,,,
,,6060,"Sint Helena",,,,,,,,,,,,,,,,,,,,
,,5110,"Sint Maarten",,,,,,,,,,,,,,,,,,,,
,,9095,"Svalbardeilanden",,,,,,,,,,,,,,,,,,,,
,,7055,"Tibet",,,,,,,,,,,,,,,,,,,,
,,7098,"Tokelau-eilanden",,,,,,,,,,,,,,,,,,,,
,,6061,"Tristan Da Cunha",,,,,,,,,,,,,,,,,,,,
,,8019,"Turks- en Caicoseilanden",,,,,,,,,,,,,,,,,,,,
,,8005,"Wake",,,,,,,,,,,,,,,,,,,,
,,5077,"Wallis en Futuna",,,,,,,,,,,,,,,,,,,,
,,9093,"Westelijke Sahara",,,,,,,,,,,,,,,,,,,,
437,"Amerikaans onderdaan",,,,,,,,,,,,,,,,,,,,,,
450,"British National (overseas)",,,,,,,,,,,,,,,,,,,,,,
83,"Brits onderdaan",,,,,,,,,,,,,,,,,,,,,,
85,"Brits overzees burger",,,,,,,,,,,,,,,,,,,,,,
429,"Burger van Britse afhankelijke gebieden",,,,,,,,,,,,,,,,,,,,,,
499,"Staatloos",,,,,,,,,,,,,,,,,,,,,,
